Domains,Revenue,Employees,Industry,Class,Discover - Events,Discover - Overall Score,Event Count
braultetmartineau.com,636341,1371,Manufacturing,0,"Date: 03/10/2023
Type: hires
Event: Birchcliff Energy Ltd. hires Chris Carlsen as Chief Executive Officer.
URL: https://finance.yahoo.com/news/birchcliff-energy-ltd-announces-retirement-200000106.html

Date: 03/10/2023
Type: Retires From
Event: Chris Carlsen retires from Birchcliff Energy Ltd. as President and Chief Executive Officer.
URL: https://boereport.com/2023/10/04/birchcliff-energy-ltd-announces-retirement-of-jeff-tonken-as-chief-executive-officer-and-appointment-of-chris-carlsen-as-president-and-chief-executive-officer/

Date: 03/10/2023
Type: Hires
Event: Birchcliff Energy Ltd. hires Jeff Tonken.
URL: https://calgaryherald.com/business/energy/birchcliff-energy-announces-ceo-transition-jeff-tonken-to-retire

Date: 03/10/2023
Type: Retires From
Event: Jeff Tonken retires from Birchcliff Energy Ltd. as chief executive officer.
URL: https://boereport.com/2023/10/04/birchcliff-energy-ltd-announces-retirement-of-jeff-tonken-as-chief-executive-officer-and-appointment-of-chris-carlsen-as-president-and-chief-executive-officer/",Good,4
cominar.com,523161,535,Transportation,0,"Date: 11/05/2023
Type: promotes
Event: Brault & Martineau, Inc. promotes Charles Tanguay to president.
URL: https://www.homegoodsonline.ca/article.php?BMTC-sales-earnings-drop-8101",Good,1
grahamus.com,2556,8,Agriculture,0,,Good,0
lundinmining.com,2535741,4567,Manufacturing,0,,Good,0
lucaradiamond.com,245176,335,Manufacturing,0,"Date: 02/10/2023
Type: hires
Event: Lundin hires Jack Lundin as CEO.
URL: https://vancouversun.com/business/energy/vancouver-based-lundin-mining-says-ceo-to-step-down-names-jack-lundin-as-successor

Date: 01/10/2023
Type: Leaves
Event: Peter Rockandel will leave Lundin as chief executive on Dec 31st '23.
URL: https://www.reuters.com/business/finance/ubs-says-not-aware-doj-probe-into-sanctions-related-compliance-failures-2023-09-30/

Date: 01/10/2023
Type: Hires
Event: Lundin hired Rockandel as Senior Vice President of Corporate Development and Investor Relations on Jan 1st '18.
URL: https://finance.yahoo.com/news/lundin-mining-announces-ceo-succession-213000804.html

Date: 25/09/2023
Type: Hires
Event: Lundin hires Peter Brady as general counsel.
URL: https://news.bloomberglaw.com/business-and-practice/lundin-hires-brady-as-general-counsel-during-head-office-shuffle

Date: 22/08/2023
Type: Receives Financing
Event: Lundin receives financing of $800M in loan.
URL: https://latinlawyer.com/article/canadas-lundin-inks-us800-million-loan-chilean-mine",Excellent,5
reitmans.com,485369,5000,"Energy, Utilities & Waste",0,"Date: 01/10/2023
Type: leaves
Event: John Armstrong will leave Lucara Diamond Corp as chief financial officer and corporate secretary on Dec 1st '23.
URL: https://www.jckonline.com/editorial-article/lucara-cfo-vp-technical-serivces/

Date: 27/09/2023
Type: Has Issues With
Event: Lucara Diamond Corp has issues with material breach of financial commitments.
URL: https://www.marketscreener.com/quote/stock/LUCARA-DIAMOND-CORPORATIO-3846012/news/LUCARA-DIAMOND-CORP-ANNOUNCES-TERMINATION-OF-DIAMOND-SALES-AGREEMENT-44935013/

Date: 23/08/2023
Type: Invests Into Assets
Event: Lucara Diamond Corp invests into assets: working capital facility in the amount of $50M.
URL: https://www.marketscreener.com/quote/stock/LUCARA-DIAMOND-CORPORATIO-3846012/news/Lucara-Secures-Short-term-Maturity-Extension-for-50-Million-Working-Capital-Facility-44684585/

Date: 22/08/2023
Type: Launches
Event: Lucara Diamond Corp launched Mega Diamond from Karowe Mine on Aug 23rd '23.
URL: https://www.elliottsjewelers.com/for-the-2nd-time-this-month-lucara-unveils-mega-diamond-from-its-karowe-mine/

Date: 14/08/2023
Type: Leaves
Event: Eira Thomas left Lucara Diamond Corp as CEO on Aug 15th '23.
URL: http://www.idexonline.com/FullArticle?Id=48805",Good,5
uniprix.com,258893,3866,Manufacturing,0,"Date: 15/11/2023
Type: partners_with
Event: Duchess of Sussex partners with Reitmans (Canada) Limited.
URL: https://www.sapeople.com/celeb-news/meghan-markle-duchess-of-sussex-before-meeting-prince-harry/

Date: 14/09/2023
Type: Partners With
Event: Reitmans (Canada) Limited partners with JumpMind Inc..
URL: https://www.fibre2fashion.com/news/retail-sector-news/reitmans-to-modernise-in-store-experience-with-us-jumpmind-s-solution-290099-newsdetails.htm

Date: 08/08/2023
Type: Partners With
Event: Staples Business Depot partners with Reitmans (Canada) Limited.
URL: https://www.gtaweekly.ca/staples-canada-supports-teachers-this-back-to-school-season-with-value-and-help-to-prepare-for-the-return-to-the-classroom

Date: 06/06/2023
Type: Hires
Event: Reitmans (Canada) Limited hired Andrea Limbardi as president and chief executive on Jun 6th '23.
URL: https://www.marketwatch.com/story/reitmans-names-first-non-family-member-as-next-ceo-71be9681",Excellent,4
equitable.ca,654225,900,Business Services,0,,Good,0
realmatters.com,457719,631,Manufacturing,0,"Type: *** Discover Insider ***
Event: Director Group Marketing of Equitable told us they were looking into 'On boarding new employees. within the next ['0 to 3 Months'].


Date: 10/09/2023
Type: Launches
Event: Equitable Life of Canada launches Equitable Life First Home Savings Account.
URL: https://www.equitable.ca/en/who-we-are/news/equitable-life-of-canada-introduces-first-home-savings-account/

Date: 28/06/2023
Type: Launches
Event: Equitable Life of Canada launches ezbenefits.
URL: https://www.equitable.ca/en/who-we-are/news/equitable-life-launches-ezbenefits-a-better-benefits-experience-for-small-business/

Date: 31/05/2023
Type: Partners With
Event: Equitable Life of Canada partners with Dialogue.
URL: https://www.equitable.ca/en/who-we-are/news/equitable-life-partners-with-dialogue-to-offer-virtual-healthcare/

Date: 30/04/2023
Type: Launches
Event: Equitable Life of Canada launched Equitable EZBenefits on Jun 23rd '23.
URL: https://itbusinessdepot.com/equitable-life-launches-ezbenefits-a-better-benefits-experience-for-small-business/news/

Date: 30/04/2023
Type: Launches
Event: Equitable Life of Canada launches fully digital group benefits application.
URL: https://www.equitable.ca/en/who-we-are/news/equitable-life-launches-fully-digital-group-benefits-application-to-help-advisors-and-clients-save-time/",Excellent,5
egyde.ca,3769,15,Education,0,"Date: 01/05/2023
Type: launches
Event: Real Matters Inc. launches one new lender and one new channel in the U.S. Appraisal.
URL: https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-analyst-upgrades-and-downgrades-for-may-1/",Good,1
athleticknit.com,62099,121,Software,0,,Good,0
Ellisdon.com,5169775,4000,Construction,0,,Good,0
blackpress.ca,118801,2369,Government,0,,Good,0
gerberncs.com,15363,38,Hospitals & Physicians Clinics,0,,Good,0
flightshop.co.in,3517,21,Manufacturing,0,,Good,0
honda.ca,120835,529,Insurance,0,,Good,0
impgroup.com,632114,3423,Insurance,0,"Date: 02/10/2023
Type: launches
Event: Honda Canada Inc launches Prologue CUV.
URL: https://www.wardsauto.com/industry-news/wardsauto-podcast-honda-prologue-and-subaru-s-ev-future

Date: 29/09/2023
Type: Launches
Event: Honda Canada Inc launches Prologue electric SUV.
URL: https://thecanadiantechie.com/2023/09/28/all-electric-honda-prologue-ev-suv-specs-release-date-price-canada/

Date: 13/09/2023
Type: Launches
Event: Honda Canada Inc launches Honda Connect-which uses Internet connectivity.
URL: https://www.topgear.com.ph/news/car-news/toyota-hilux-2024-price-increase-a4354-20230919

Date: 14/06/2023
Type: Launches
Event: Honda Canada Inc launches 2024 CR-V EX-L Hybrid to SUV lineup.
URL: https://motorillustrated.com/honda-canada-sweetens-the-cr-v-lineup-with-a-homegrown-hybrid-model/116598/

Date: 13/06/2023
Type: Launches
Event: Honda Canada Inc launched Trail 125 on Jan 1st '23.
URL: https://cdnbkr.ca/2023-honda-scl500/",Good,5
ivari-dxc.ca,0,0,Telecommunications,0,,Excellent,0
kuehne-nagel.com,33985281,80334,Finance,0,,Good,0
mattamyhomes.com,938236,1474,Construction,0,"Type: *** Discover Insider ***
Event: Vice President of Kuehne Nagel told us they were looking into ' Data protection against Cyberthreats.


Date: 05/11/2023
Type: Launches
Event: Kuehne + Nagel Group launched Roadmap 2026 on Nov 6th '23.
URL: https://newsroom.kuehne-nagel.com/kuehnenagels-healthcare-air-logistics-network-receives-iata-ceiv-pharma-re-certification/

Date: 18/10/2023
Type: Partners With
Event: Kuehne + Nagel Group partners with Tamerlogistics.
URL: https://www.itln.in/logistics/kuehnenagel-finds-a-new-logistics-partner-in-saudi-arabia-1350134

Date: 12/10/2023
Type: Partners With
Event: Kuehne + Nagel Group partnered with Shell Oil Company on May 1st '22.
URL: https://www.energyindustrynewswatch.com/article/661660628-energy-logistics-everything-you-need-to-know-about

Date: 03/10/2023
Type: Launches
Event: Kuehne + Nagel Group launches low emsisions trucking incentive.
URL: https://www.worldcargonews.com/news/kuehnenagel-launches-low-emsisions-trucking-incentive-72372

Date: 03/10/2023
Type: Launches
Event: Kuehne + Nagel Group launches Book & Claim insetting solution for road logistics customers who purchase Hydrotreated vegetable oil.
URL: https://www.cbnme.com/news/kuehnenagel-introduces-carbon-offsetting-for-hvo-to-include-electric-trucks/",Good,5
optrust.com,228878,310,Education,0,"Date: 20/09/2023
Type: launches
Event: Mattamy Homes Limited launches BLVD Q in Queensway Etobicoke.
URL: https://totimes.ca/mattamy-homes-launches-blvd-q-in-queensway-etobicoke-breaks-ground-on-carding-house-in-oakville/

Date: 14/09/2023
Type: Hires
Event: Mattamy Homes Limited hires Niall Haggart as president for the builder's Greater Toronto Area Urban Division.
URL: https://essential.construction/news/mattamy-homes-names-new-gta-president/

Date: 06/09/2023
Type: Recognized As
Event: Mattamy Homes Limited recognized as one of Central Florida's Best Places to Work on May 2nd '23.
URL: https://www.einnews.com/pr_news/631378845/mattamy-homes-recognized-as-a-best-place-to-work-in-tampa-bay-for-fifth-year-in-a-row

Date: 13/06/2023
Type: Partners With
Event: Parkbridge Lifestyle Communities Inc. partners with Mattamy Homes Limited.
URL: https://canada.constructconnect.com/dcn/news/infrastructure/2023/06/parkbridge-jv-launches-new-land-lease-attainable-homes-model

Date: 23/05/2023
Type: Acquires
Event: Mattamy Homes Limited acquired Traditionfl on Jan 1st '18.
URL: https://traditionfl.com/tradition-celebrates-20th-anniversary-with-big-things-to-come/",Excellent,5
pomerleau.ca,985640,2509,Manufacturing,0,"Date: 13/03/2023
Type: launches
Event: OPTrust Private Markets Group launched 2022 Funded Status Report, A Clear Vision on Mar 14th '23.
URL: https://thebulletin.net.au/news/press-releases?rkey=20230314AE40888&filter=24765",Booster activated,1
robert.ca,332180,3313,Business Services,0,"Date: 02/10/2023
Type: partners_with
Event: Pomerleau Inc. partners with HEC Montréal.
URL: https://environmentjournal.ca/environmental-partnership-pomerleau-strengthens-relations-with-indigenous-peoples/

Date: 13/07/2023
Type: Launches
Event: Pomerleau Inc. launched Integrated Report on Jun 1st '23.
URL: https://www.watercanada.net/sponsor/sponsored-pomerleau-embraces-the-circular-economy/

Date: 31/05/2023
Type: Partners With
Event: Uoft partners with Pomerleau Inc..
URL: https://www.energy-manager.ca/one-of-canadas-most-eco-efficient-buildings-will-be-ready-for-students-in-september/?utm_source=rss&utm_medium=rss&utm_campaign=one-of-canadas-most-eco-efficient-buildings-will-be-ready-for-students-in-september

Date: 15/12/2022
Type: Signs New Client
Event: Pomerleau Inc. signed new client Weeneebayko Area Health Authority on Jan 1st '22.
URL: https://infrastructureontario.ca/Preferred-Proponent-Selected-Weeneebayko-Area-Health-Authority/",Excellent,4
stuartolson.com,725923,1396,Software,0,"Date: 13/09/2023
Type: invests_into_assets
Event: Groupe Robert Inc. invests into assets: )-tall facility in the amount of $110M.
URL: https://r744.com/automated-cold-storage-facility-in-canada-to-employ-integrated-co2-system/",Booster activated,1
tartan.ca,567,3,Manufacturing,0,,Good,0
vermilionenergy.com,1783581,716,Insurance,0,,Good,0
sprintwaste.com,338217,286,Holding Companies & Conglomerates,0,"Date: 18/10/2023
Type: launches
Event: Vermilion Energy Inc. launches Call and Webcast Details.
URL: https://finance.yahoo.com/news/vermilion-energy-inc-announces-third-200500297.html

Date: 11/09/2023
Type: Recognized As
Event: Vermilion Energy Inc. recognized as Resuming Production in Australia and Ireland Aims for Strong 4th Quarter.
URL: https://www.stocktargetadvisor.com/blog/vermilion-energy-inc-vettsx-sees-strong-4th-quarter-on-irish-and-australian-production/?utm_source=rss&utm_medium=rss&utm_campaign=vermilion-energy-inc-vettsx-sees-strong-4th-quarter-on-irish-and-australian-production

Date: 12/06/2023
Type: Sells Assets To
Event: Vermilion Energy Inc. sells assets to Woodlanddc.
URL: https://blincsoftware.com/woodland-development-corp-purchases-vermilions-assets/",Excellent,3
cclind.com,4844569,25300,Manufacturing,0,,Good,0
tridel.com,394000,440,Finance,0,"Type: *** Discover Insider ***
Event: IT Manager of Cclind told us they were looking into 'SaaS CRM data within the next 3-6 months.


Date: 01/12/2023
Type: Hires
Event: Ccl Industries Corporation hires Claude Tessier.
URL: https://www.marketscreener.com/quote/stock/CCL-INDUSTRIES-INC-1409361/news/CCL-Industries-Inc-Announces-Appointment-of-Claude-Tessier-to-the-Board-of-Directors-45485107/

Date: 21/09/2023
Type: Expands Facilities
Event: Ccl Industries Corporation expands facilities to Novi, Michigan, United States.
URL: https://packagingscotland.com/2023/09/ccl-to-open-new-production-plant-for-premium-labels-in-italy/

Date: 10/09/2023
Type: Acquires
Event: Ccl Industries Corporation acquires Imprint Energy, Inc..
URL: https://www.printedelectronicsnow.com/contents/view_online-exclusives/2023-09-11/mergers-and-acquisitions-in-the-printed-electronics-industry/?widget=trending

Date: 05/07/2023
Type: Acquires
Event: Ccl Industries Corporation acquired Made by Oomph for $6.94M on Jul 5th '23.
URL: https://www.inkworldmagazine.com/contents/view_breaking-news/2023-07-06/ccl-industries-adds-bolt-on-acquisition-for-avery/

Date: 05/07/2023
Type: Acquires
Event: Ccl Industries Corporation acquired Creaprint on Jul 6th '23.
URL: https://www.packaging-gateway.com/news/ccl-acquires-creaprint-sl/",Good,5
easyhome.ca,109866,400,Insurance,0,"Date: 16/10/2023
Type: partners_with
Event: Tridel Builders Inc. partners with George Brown.
URL: https://educationnewscanada.com/article/education/level/colleges/2/1045336/youth-tours-of-construction-workshops-in-another-win-win-day-of-discovery.html

Date: 24/05/2023
Type: Receives Award
Event: Tridel Builders Inc. receives award People’s Choice Award in the 2023 BILD Awards for Harbourwalk.
URL: https://nationalpost.com/life/homes/bild-awards-celebrate-people-and-companies-that-shape-the-gta-2

Date: 19/03/2023
Type: Partners With
Event: Tridel Builders Inc. partnered with Community Living Toronto on Mar 20th '23.
URL: https://renx.ca/tridel-partners-with-clto-on-5-tower-toronto-lawson-redev",Good,3
telegraphjournal.com,2122,16,Consumer Services,0,,Good,0
jdirving.com,10032114,19000,Manufacturing,0,,Good,0
teranetcollateralmanagement.ca,25828,47,Transportation,0,"Date: 30/09/2023
Type: partners_with
Event: J.D. Irving, Limited partners with Ducks Unlimited Canada.
URL: https://www.jdirving.com/en/newsroom/treasured-wetland-event

Date: 27/09/2023
Type: Partners With
Event: J.D. Irving, Limited partners with Iveybusinessjournal.
URL: https://www.jdirving.com/en/newsroom/2023Executive-MBA-Cohort

Date: 27/09/2023
Type: Launches
Event: J.D. Irving, Limited launches 2023-2024 Student Ambassador Program.
URL: https://www.pulpandpapercanada.com/j-d-irving-launches-its-2023-2024-student-ambassador-program/

Date: 19/09/2023
Type: Invests Into
Event: J.D. Irving, Limited invests into IWK Foundation $1M.
URL: https://www.country94.ca/2023/09/20/47839/

Date: 12/09/2023
Type: Partners With
Event: J.D. Irving, Limited partners with Thecesdgroup.
URL: https://www.jdirving.com/en/newsroom/JDI-tiny-home-project",Excellent,5
purdys.com,143028,636,"Energy, Utilities & Waste",0,,Good,0
charlwoodpacificgroup.com,6065,13,Software,0,"Date: 16/11/2023
Type: launches
Event: Purdys Chocolatier launches delightful collection of Chocolate Advent Calendars.
URL: https://vitamagazine.com/2023/11/16/7-heavenly-holiday-treats/

Date: 08/11/2023
Type: Launches
Event: Purdys Chocolatier launched 2023 Holiday Collection on Jan 1st '07.
URL: https://www.hellovancity.com/food/purdys-chocolatier-spreads-holiday-cheer-with-new-christmas-collection/

Date: 31/10/2023
Type: Launches
Event: Purdys Chocolatier launched Christmas Collection on Jan 1st '07.
URL: https://finance.yahoo.com/news/purdys-chocolatier-releases-2023-holiday-110000565.html

Date: 07/06/2023
Type: Launches
Event: Purdys Chocolatier launches Ultimate PRIDE Bar.
URL: https://www.hellovancity.com/lifestyle/celebrate-pride-with-purdys-chocolatier-and-the-get-real-movement/

Date: 23/02/2023
Type: Partners With
Event: Crush Dynamics Inc. partners with Purdys Chocolatier.
URL: https://www.foodincanada.com/products/crush-dynamics-claims-new-upcycled-ingredient-delivers-50-per-cent-sugar-reduction-154124/?utm_source=rss&utm_medium=rss&utm_campaign=crush-dynamics-claims-new-upcycled-ingredient-delivers-50-per-cent-sugar-reduction",Good,5
