Domains,Industry,Employees,Event Count,Event-split,Class,Discover Overall-Score,Discover - Events
jet.co.id,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 25/09/2023
Type: goes_public
Event: J&T Express goes public.
URL: https://www.dealstreetasia.com/stories/jt-express-ipo-concerns-363825

Date: 29/11/2022
Type: Hires
Event: J&T Express hires Lionel Messi.
URL: https://www.techinasia.com/jt-express-names-lionel-messi-global-ambassador"
jobstreet.com,"Business Services, HR & Staffing",800,5,3,0,Good,"Date: 29/08/2023
Type: partners_with
Event: UnionBank partners with Jobstreet.
URL: https://www.manilatimes.net/2023/08/31/business/corporate-news/unionbank-jobstreet-partner-to-aid-msmes/1907860

Date: 23/08/2023
Type: Launches
Event: Jobstreet launches in-app feature.
URL: https://news.abs-cbn.com/business/08/24/23/jobstreet-launches-new-app-feature-for-skills-upgrades

Date: 23/08/2023
Type: Launches
Event: Jobstreet launches app feature for skills upgrades.
URL: https://news.abs-cbn.com/business/08/24/23/jobstreet-launches-new-app-feature-for-skills-upgrades

Date: 22/08/2023
Type: Identified As Competitor Of
Event: Jobstreet identified as competitor of Ucademy.
URL: https://www.bworldonline.com/labor-and-management/2023/08/23/541184/jobstreets-upskilling-app-now-targets-filipinos-certifications-eyed/

Date: 22/08/2023
Type: Identified As Competitor Of
Event: Jobstreet identified as competitor of Coursera.
URL: https://www.bworldonline.com/labor-and-management/2023/08/23/541184/jobstreets-upskilling-app-now-targets-filipinos-certifications-eyed/"
jtexpress.my,"Education, Colleges & Universities",5000,3,1,0,Good,"Date: 19/06/2023
Type: goes_public
Event: Jtexpress went public on Jun 16th '23.
URL: https://www.dealstreetasia.com/stories/jt-express-hong-kong-ipo-2-348664

Date: 30/05/2023
Type: Partners With
Event: MLhuillier, Inc. partners with Jtexpress.
URL: https://www.portcalls.com/m-lhuillier-jt-express-sign-deal-to-offer-nationwide-shipping/

Date: 29/11/2022
Type: Hires
Event: Jtexpress hired Lionel Messi as global brand ambassador on Oct 30th '22.
URL: https://technode.global/2022/11/29/indonesias-jt-express-announces-lionel-messi-as-global-brand-ambassador/"
kenanga.com.my,Finance,1282,3,1,0,Excellent,"Date: 31/10/2023
Type: launches
Event: Kenanga Group launches Islamic fund.
URL: https://www.islamicfinancenews.com/kenanga-launches-islamic-fund.html

Date: 20/08/2023
Type: Recognized As
Event: Kenanga Group recognized as Winner' in Energy-Efficient Building in Retrofitted Building at National Energy Awards on Aug 21st '23.
URL: https://www.taiwannews.com.tw/en/news/4976613

Date: 16/04/2023
Type: Partners With
Event: Synergy House Berhad partnered with Kenanga Group on Apr 17th '23.
URL: https://www.benzinga.com/pressreleases/23/04/a31822764/synergy-house-berhad-obtains-approval-for-ace-market-listing-engages-kenanga-ib-as-underwriter"
kns.com,Manufacturing,3445,5,1,0,Excellent,"Type: *** Discover Insider ***
Event: IT Director Of Enterprise Infrastructure IT Operations of Kns, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.


Date: 06/09/2023
Type: Receives Award
Event: Kulicke & Soffa Industries, Inc. receives award Outstanding Supplier Award.
URL: https://www.prnewswire.com/news-releases/kulicke--soffa-receives-outstanding-supplier-award-from-ase-holdings-301920564.html

Date: 22/08/2023
Type: Hires
Event: Kulicke & Soffa Industries, Inc. hires Denise M. dignam as Board of Directors.
URL: https://www.prnewswire.com/news-releases/kulicke--soffa-appoints-denise-m-dignam-to-its-board-of-directors-301907685.html

Date: 18/08/2023
Type: Invests Into
Event: Y-Intercept invests into Kulicke & Soffa Industries, Inc. $269K.
URL: https://www.etfdailynews.com/2023/08/19/y-intercept-hong-kong-ltd-makes-new-269000-investment-in-kulicke-and-soffa-industries-inc-nasdaqklic/

Date: 15/08/2023
Type: Invests Into
Event: TimesSquare Capital Management, LLC invests into Kulicke & Soffa Industries, Inc. $21.8M.
URL: https://www.marketbeat.com/instant-alerts/nasdaq-klic-sec-filing-2023-08-16/

Date: 08/08/2023
Type: Partners With
Event: Kulicke & Soffa Industries, Inc. partners with University of California, Los Angeles.
URL: https://news.google.com/rss/articles/CBMitQFodHRwczovL3NlZWtpbmdhbHBoYS5jb20vbmV3cy8zOTk5Nzc2LWt1bGlja2UtYW5kLXNvZmZhLWluZHVzdHJpZXMtY29sbGFib3JhdGVzLXdpdGgtdHNtdC1hbmQtdWNsYT9zb3VyY2U9Y29udGVudF90eXBlJTNBcmVhY3QlN0NmaXJzdF9sZXZlbF91cmwlM0FtYXJrZXQtbmV3cyU3Q3NlY3Rpb25fYXNzZXQlM0FtYWlu0gEA?oc=5"
kucoin.com,Information Technology,300,5,5,0,Excellent,"Date: 31/10/2023
Type: launches
Event: KuCoin Ventures launches KlubCoin launch, the web3 electronic music rewards ecosystem.
URL: https://cointelegraph.com/press-releases/kucoin-announces-klubcoin-launch-the-web3-electronic-music-rewards-ecosystem

Date: 26/10/2023
Type: Launches
Event: KuCoin Ventures launches KuCoin Emerging Stars activity.
URL: https://www.kucoin.com/announcement/en-emerging-stars-iii

Date: 26/10/2023
Type: Launches
Event: KuCoin Ventures launches POLYX, GAS.
URL: https://www.kucoin.com/announcement/en-kucoin-futures-has-launched-the-usdt-margined-polyx-gas-rif-wsm-contracts

Date: 23/10/2023
Type: Launches
Event: KuCoin Ventures will launch Margin trading competition on Oct 31st '23.
URL: https://www.kucoin.com/announcement/en-halloween-carnival-margin-trading-competition-share-over-70000-usdt-rewards

Date: 22/10/2023
Type: Launches
Event: KuCoin Ventures launches LOOMUP, LOOMDOWN.
URL: https://www.kucoin.com/announcement/kucoin-etf-listing-notice-231023"
lazada.com,Engineering,6389,5,3,0,Good,"Date: 25/10/2023
Type: hires
Event: Lazada Group hired Chun Li as co-president on Jan 1st '17.
URL: https://thelowdown.momentum.asia/ex-lazada-ceo-lands-on-a-new-job/?utm_source=rss&utm_medium=rss&utm_campaign=ex-lazada-ceo-lands-on-a-new-job

Date: 17/10/2023
Type: Launches
Event: Lazada Group launches Choice.
URL: https://mb.com.ph/2023/10/18/style-weekend-syndeo-hydrafacial-public-eatery-lazada-choice

Date: 15/10/2023
Type: Partners With
Event: Lazada Group partners with Gov’t Taco.
URL: https://newsinfo.inquirer.net/1846743/lazada-partners-with-govt-stakeholders-to-fight-illicit-trading

Date: 13/10/2023
Type: Launches
Event: Lazada Group launches platform channel Choice.
URL: https://whatsnewphilippines.com/lazada-announces-their-new-platform-channel-choice-where-you-can-score-any-3-items-from-99-pesos-with-sarah-geronimo-as-the-newest-ambassador/

Date: 12/10/2023
Type: Partners With
Event: UnionPay partners with Lazada Group.
URL: https://kalkinemedia.com/news/prnews/unionpay-and-lazada-enter-into-partnership-to-grow-international-online-transactions"
lingoace.com,Education,1300,5,1,0,Excellent,"Date: 12/06/2023
Type: launches
Event: LingoAce launched LingoAce Math on Jun 13th '23.
URL: https://www.prnewswire.com/news-releases/lingoace-expands-to-offer-math-and-music-classes-on-award-winning-prek-12-online-learning-platform-301848821.html

Date: 13/03/2023
Type: Partners With
Event: LingoAce partnered with China Institute on Jan 1st '21.
URL: https://lingoace.com/blog/sxsw-edu-2023-bridging-learning-gaps/

Date: 01/03/2023
Type: Recognized As
Event: LingoAce recognized as Fast Company ’s prestigious annual list of the World’s Most Innovative Companies for 2023.
URL: https://lingoace.com/blog/fast-company-most-innovative-companies-2023/

Date: 01/03/2023
Type: Recognized As
Event: LingoAce recognized as No. 5 in the Asia-Pacific category.
URL: https://lingoace.com/blog/fast-company-most-innovative-companies-2023/

Date: 08/11/2022
Type: Partners With
Event: LingoAce partnered with Chinainstitute on Nov 9th '22.
URL: https://www.lingoace.com/blog/lingoace-support-expands-chinese-cultural-education-in-nyc-schools"
lta.gov.sg,Government,1115,5,4,0,Excellent,"Date: 29/10/2023
Type: launches
Event: Land Transport Authority launched Request for Proposal on Oct 30th '23.
URL: https://www.lta.gov.sg/content/ltagov/en/newsroom/2023/10/news-releases/request_for_proposal_for_master_plan_consultancy_for_NSC.html

Date: 26/10/2023
Type: Launches
Event: Land Transport Authority launches On-Board Unit.
URL: https://techcoffeehouse.com/2023/10/26/land-transport-authority-to-implement-erp-2-0-system-unveils-advanced-on-board-unit-obu/

Date: 26/10/2023
Type: Launches
Event: Land Transport Authority will launch ERP 2.0 system on Nov 26th '23.
URL: https://goodyfeed.com/facts-erp-2-0-system/?utm_source=rss&utm_medium=rss&utm_campaign=facts-erp-2-0-system

Date: 24/10/2023
Type: Launches
Event: Land Transport Authority launches software development kit for developers to integrate ERP 2.0 data securely.
URL: https://gutzy.asia/2023/10/24/public-skepticism-surrounds-ltas-erp-2-0-rollout-amidst-concerns-over-bulky-design-and-rising-costs/

Date: 19/10/2023
Type: Partners With
Event: TEWAKA partners with Land Transport Authority.
URL: https://www.fijitimes.com/labour-crunch-hits-tourism-transport/"
luxasia.com,"Retail, Flowers, Gifts & Specialty Stores",2239,2,1,0,Excellent,"Date: 29/08/2023
Type: partners_with
Event: Aveda Means Business partners with Luxasia Group.
URL: https://www.cosmeticsdesign-asia.com/Article/2023/08/29/Aveda-anticipates-unlimited-potential-and-growth-in-Vietnam

Date: 15/07/2023
Type: Recognized As
Event: Luxasia Group recognized as one of Singapore's Best Managed Companies by Deloitte on Jun 28th '23.
URL: https://finance.yahoo.com/news/luxasia-bags-double-hat-trick-013000103.html"
m1.com.sg,"Education, Colleges & Universities",0,5,3,0,Good,"Date: 27/10/2023
Type: launches
Event: M1 Ltd launches FoneCare+ Lite.
URL: https://alvinology.com/2023/09/12/m1-introduces-fonecare-lite-exchange-your-enrolled-mobile-device-for-any-reason/

Date: 12/09/2023
Type: Launches
Event: M1 Ltd launches FoneCare+ Lite: exchange your enrolled mobile device.
URL: https://alvinology.com/2023/09/12/m1-introduces-fonecare-lite-exchange-your-enrolled-mobile-device-for-any-reason/

Date: 09/08/2023
Type: Signs New Client
Event: Amdocs Group signs new client M1 Ltd.
URL: https://finance.yahoo.com/news/correction-source-singapores-m1-selects-153000177.html

Date: 31/07/2023
Type: Partners With
Event: M1 Ltd partners with Eazie.
URL: https://techcoffeehouse.com/2023/08/01/m1-partners-with-eazie-tv-to-launch-exclusive-live-tv-streaming-app-in-singapore/

Date: 25/07/2023
Type: Launches
Event: M1 Ltd launches advanced MEC Computing solution for businesses.
URL: https://www.thefastmode.com/technology-solutions/32815-m1-unveils-pinnacle-an-advanced-mec-computing-solution-for-businesses"
map.co.id,"Education, Colleges & Universities",5000,4,1,0,Good,"Date: 28/09/2023
Type: partners_with
Event: Flyingtiger partnered with Mitra Adiperkasa Tbk PT on Sep 29th '23.
URL: https://insideretail.asia/2023/09/28/flying-tiger-copenhagen-launches-in-the-philippines-and-indonesia/

Date: 08/06/2023
Type: Partners With
Event: Frasers Group partners with Mitra Adiperkasa Tbk PT.
URL: https://www.retailgazette.co.uk/blog/2023/06/frasers-sports-direct/

Date: 04/05/2023
Type: Expands Offices In
Event: Mitra Adiperkasa Tbk PT expanded offices in Philippines on Apr 4th '23.
URL: https://www.smartkarma.com/home/daily-briefs/daily-brief-consumer-hlb-inc-dxn-holdings-beenos-inc-mitra-adiperkasa-minth-group-ltd-oishi-group-pcl-tokyo-stock-exchange-tokyo-price-index-topix-and-more/

Date: 04/05/2023
Type: Expands Offices In
Event: Mitra Adiperkasa Tbk PT expanded offices in Indonesia on Apr 4th '23.
URL: https://www.smartkarma.com/home/daily-briefs/daily-brief-consumer-hlb-inc-dxn-holdings-beenos-inc-mitra-adiperkasa-minth-group-ltd-oishi-group-pcl-tokyo-stock-exchange-tokyo-price-index-topix-and-more/"
marinabaysands.com,Entertainment,7450,5,0,0,Excellent,"Type: *** Discover Insider ***
Event: IT Director of Marinabaysands, is interested in Microsoft Azure Customer Reference Book - whitepaper in Singapore.


Date: 07/11/2023
Type: Has Issues With
Event: Marina Bay Sands Pte. Ltd. had issues with data breach on Oct 7th '23.
URL: https://sigmacybersecurity.com/marina-bay-sands-singapore-suffers-information-security-breach/

Date: 01/11/2023
Type: Integrates With
Event: Technology Alliance Networks Inc integrates with Marina Bay Sands Pte. Ltd..
URL: https://www.traveldailynews.asia/hotels-lodging/trip-affiliates-network-enhances-b2b-connectivity-with-marina-bay-sands-via-real-time-distribution/

Date: 04/10/2023
Type: Partners With
Event: Acker Auction, Inc. partnered with Marina Bay Sands Pte. Ltd. on Oct 4th '23.
URL: https://www.economicnewsobserver.com/article/659747749-singapore-to-host-its-largest-ever-wine-and-spirits-auction

Date: 02/08/2023
Type: Partners With
Event: Marina Bay Sands Pte. Ltd. partnered with Ferrari on Sep 1st '23.
URL: https://www.casino.org/news/marina-bay-sands-teams-with-ferrari-for-f1-singapore-grand-prix/

Date: 02/08/2023
Type: Partners With
Event: Marina Bay Sands Pte. Ltd. partnered with Formula 1 on Sep 1st '23.
URL: https://www.casino.org/news/marina-bay-sands-teams-with-ferrari-for-f1-singapore-grand-prix/"
mas.gov.sg,Finance,635,5,3,0,Excellent,"Date: 30/10/2023
Type: hires
Event: Monetary Authority of Singapore hires Fave.
URL: https://www.crowdfundinsider.com/2023/10/215098-fintech-fave-joins-monetary-authority-of-singapore-in-poc-to-enable-interoperability-across-qr-payments-ecosystem/

Date: 30/10/2023
Type: Launches
Event: Monetary Authority of Singapore launches Singapore Quick Response Code Scheme concept.
URL: https://www.finextra.com/newsarticle/43210/singapore-to-test-interoperable-qr-code-scheme?utm_medium=rssfinextra&utm_source=finextrafeed

Date: 31/10/2023
Type: Partners With
Event: Monetary Authority of Singapore partners with The Financial Conduct Authority.
URL: https://www.econotimes.com/Singapore-Partner-with-Japan-Switzerland-UK-Regulators-for-Joint-Crypto-Pilots-1665260

Date: 31/10/2023
Type: Launches
Event: Monetary Authority of Singapore launches SGQR+ proof of concept to enhance interoperability for QR payments.
URL: https://www.mas.gov.sg/news/media-releases/2023/mas-to-launch-sgqrplus-proof-of-concept-to-enhance-interoperability-for-qr-payments

Date: 30/10/2023
Type: Partners With
Event: Monetary Authority of Singapore partners with Coinbase Ventures.
URL: https://beincrypto.com/singapore-mas-launches-project-guardian/"
mbsbbank.com,"Education, Colleges & Universities",5000,5,4,0,Good,"Date: 15/09/2023
Type: launches
Event: Mbsbbank launches M JOURNEY Corporate: A cutting-edge digital banking platform.
URL: https://sme.asia/mbsb-bank-launches-m-journey-corporate-a-cutting-edge-digital-banking-platform-for-corporate-clients/

Date: 14/09/2023
Type: Launches
Event: Mbsbbank launched M JOURNEY Corporate on Sep 15th '23.
URL: https://sme.asia/mbsb-bank-launches-m-journey-corporate-a-cutting-edge-digital-banking-platform-for-corporate-clients/

Date: 14/09/2023
Type: Launches
Event: Mbsbbank launches M JOURNEY Corporate servicing businesses with new full-suite Cash Management Solutions.
URL: https://www.businesstoday.com.my/2023/09/15/mbsb-bank-introduces-m-journey-corporate-servicing-businesses-with-full-suite-cash-management-solutions/

Date: 22/08/2023
Type: Files Suit Against
Event: Mbsbbank files suit against Countryheights.
URL: https://www.islamicfinancenews.com/mbsb-bank-sues-country-heights.html

Date: 08/08/2023
Type: Launches
Event: Mbsbbank launches M-Government Guarantee Scheme campaign.
URL: https://www.thestar.com.my/business/business-news/2023/08/08/financial-lifeline-for-smes-mbsb-bank-introduces-m-government-guarantee-scheme"
mdec.my,"Education, Colleges & Universities",5000,5,3,0,Good,"Date: 02/11/2023
Type: partners_with
Event: Malaysia Digital Economy Corporation partners with Türkiye Katılım Bankaları Birliği.
URL: https://www.islamicfinancenews.com/mdec-partners-with-tkbb.html

Date: 12/10/2023
Type: Partners With
Event: Malaysia partnered with Malaysia Digital Economy Corporation on Jan 1st '23.
URL: https://sitegiant.my/blog/businesses-can-now-leverage-the-sitegiant-advantage-for-the-msme-digital-grant/

Date: 30/09/2023
Type: Launches
Event: Malaysia Digital Economy Corporation launched Malaysia Animation Film Festival on Sep 30th '23.
URL: https://www.gamerbraves.com/malaysia-animation-film-festival-kicks-off-with-gsc-and-mdec/

Date: 28/09/2023
Type: Invests Into
Event: Malaysia Digital Economy Corporation invests into Acxyn $160K.
URL: https://www.digitalnewsasia.com/digital-economy/mdec-partners-acxyn-help-increase-adoption-creative-technologies-malaysia

Date: 25/09/2023
Type: Launches
Event: Malaysia Digital Economy Corporation launched Malaysia Digital on Jan 1st '22.
URL: https://www.lexology.com/library/detail.aspx?g=5cb38784-44d8-4f4c-ad96-631ce458630b"
mediacorp.sg,"Media & Internet, Broadcasting",1650,5,0,0,Good,"Date: 18/06/2023
Type: is_developing
Event: Mediacorp is developing animated horror anthology A Banquet for Hungry Ghosts.
URL: https://worldscreen.com/christine-mccarthy-steps-disney-cfo/

Date: 18/06/2023
Type: Partners With
Event: Robot Playground Media partners with Mediacorp.
URL: https://worldscreen.com/christine-mccarthy-steps-disney-cfo/

Date: 25/04/2023
Type: Signs New Client
Event: ThinkAnalytics Ltd. signed new client Mediacorp on Apr 26th '23.
URL: https://www.broadbandtvnews.com/2023/04/25/singapores-mediacorp-selects-thinkanalytics-content-delivery/

Date: 12/01/2023
Type: Recognized As
Event: Mediacorp recognized as Top 10 spots in the ranking of radio stations.
URL: https://cnalifestyle.channelnewsasia.com/entertainment/mediacorp-radio-station-nielsen-rating-survey-2023-yes-933-345911

Date: 18/12/2022
Type: Partners With
Event: Bigbadboo partners with Mediacorp.
URL: https://www.animationmagazine.net/2022/12/mediacorp-goes-green-with-big-bad-boos-galapagos-x/"
mediaprima.com.my,"Media & Internet, Broadcasting",3689,5,4,0,Good,"Date: 17/09/2023
Type: launches
Event: Media Prima launched Morocco on Sep 17th '23.
URL: https://www.nst.com.my/news/nation/2023/09/956360/media-prima-mercy-malaysia-launch-campaigns-morocco-earthquake-and-libya

Date: 15/09/2023
Type: Launches
Event: Media Prima launches Malaysian A.I. DJ.
URL: https://radioinfo.asia/news/secrets-for-radio-success-trendspotting-embracing-topical-content-seizing-the-moment-rda23/

Date: 26/08/2023
Type: Launches
Event: Media Prima launched campaign themed #ManisPahitBersama on Jul 27th '23.
URL: https://www.nst.com.my/news/nation/2023/08/948098/art-battalion-mural-adorns-balai-berita

Date: 26/06/2023
Type: Hires
Event: Media Prima hired Nini Yusof as chief executive officer on Aug 1st '23.
URL: https://www.thestar.com.my/business/business-news/2023/06/26/media-prima-appoints-nini-yusof-as-new-ceo-of-media-prima-television-networks"
merdekacoppergold.com,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 20/02/2023
Type: hires
Event: Merdekacoppergold hired Boy Thohir as director on Dec 1st '14.
URL: https://jakartaglobe.id/business/boy-thohir-resigns-from-merdeka-copper

Date: 28/01/2023
Type: Goes Public
Event: Merdekacoppergold went public on Jan 29th '23.
URL: https://jakartaglobe.id/business/boy-thohir-resigns-from-merdeka-copper"
midf.com.my,"Education, Colleges & Universities",5000,3,0,0,Good,"Date: 15/08/2023
Type: recognized_as
Event: MIDF Group recognized as best Islamic Facilities.
URL: https://www.midf.com.my/news/midf-amanah-investment-bank-received-best-islamic-facilities-award

Date: 15/08/2023
Type: Receives Award
Event: MIDF Group received award Best Islamic Facilities at The Asset Triple A Islamic Finance Awards 2023 ceremony on Aug 16th '23.
URL: https://www.midf.com.my/news/midf-amanah-investment-bank-received-best-islamic-facilities-award

Date: 16/05/2023
Type: Receives Award
Event: MIDF Group received award Wakalah Deal of the Year 2022 at IFN Awards 2022 on May 17th '23.
URL: https://www.midf.com.my/news/midf-investment-receives-wakalah-deal-year-2022-award"
mimos.my,"Education, Colleges & Universities",5000,3,1,0,Good,"Date: 06/09/2023
Type: partners_with
Event: MIMOS Berhad partners with Helm Crop.
URL: https://www.thesundaily.my/business/farmers-to-gain-access-to-satellite-data-ai-tech-via-mimos-led-initiative-AB11458822

Date: 05/09/2023
Type: Partners With
Event: MIMOS Berhad partnered with Ancomnylex on Sep 5th '23.
URL: https://theedgemalaysia.com/node/681471

Date: 05/09/2023
Type: Partners With
Event: MIMOS Berhad partnered with Helm Ag on Sep 20th '23.
URL: https://www.malaymail.com/news/money/2023/09/05/mimos-partners-with-ancom-nylex-german-company-helm-ag-to-provide-satellite-and-ai-tech-to-farmers/89176"
mitrais.com,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 20/12/2022
Type: partners_with
Event: Mitrais Group partners with UiPath Inc..
URL: https://www.mitrais.com/news-updates/rpa-the-future-of-insurance-claims-processing/

Date: 19/12/2022
Type: Partners With
Event: Mitrais Group partners with Buzsoftware.
URL: https://www.mitrais.com/case-studies/improving-processes-and-keeping-one-eye-on-emerging-technologies-buz-software/"
moe.gov.sg,Government,1687,5,5,0,Excellent,"Date: 02/11/2023
Type: launches
Event: MOE launched SPED Teaching and Learning Syllabuses on Nov 3rd '23.
URL: https://www.moe.gov.sg/news/press-releases/20231103-enhancing-the-quality-of-special-education-launch-of-new-syllabuses-for-communication-and-language-and-social-emotional-learning-and-masters-scholarships-in-sped

Date: 31/10/2023
Type: Launches
Event: MOE launches zero-waste campaign in schools.
URL: https://www.khmertimeskh.com/501385088/moe-to-launch-zero-waste-campaign-in-schools/

Date: 27/10/2023
Type: Launches
Event: MOE launches probe into toy weapon replicas in school.
URL: https://www.themalaysianinsight.com/s/469120

Date: 04/10/2023
Type: Launches
Event: MOE launches CUET.
URL: https://artoflearnings.com/top-10-facts-about-cuet-preparation-artoflearnings-aol/

Date: 21/09/2023
Type: Launches
Event: MOE launches AI features into the Singapore Student Learning Space to enhance students' learning experiences and complement teacher guidance.
URL: https://sbr.com.sg/economy/news/moe-implement-more-ai-tools-detailed-education"
moh.gov.sg,Government,393,5,4,0,Excellent,"Date: 02/11/2023
Type: partners_with
Event: Baiduri Bank Group partnered with MOH on Oct 3rd '23.
URL: https://borneobulletin.com.bn/bank-joins-bn-on-the-move-corporate-challenge/

Date: 30/10/2023
Type: Launches
Event: MOH launches Healthy Children Movement.
URL: https://indonesianupdates.com/health-ministry-launches-healthy-children-movement-to-tackle-stunting/

Date: 25/10/2023
Type: Partners With
Event: Ukrainians in NL partners with MOH.
URL: https://www.itnonline.com/content/elekta-continues-support-ukrainian-cancer-patients-latest-radiation-therapy-equipment

Date: 22/10/2023
Type: Launches
Event: MOH launched Cancer Drug List on Jan 1st '22.
URL: https://www.graphicmedicine.org/the-singapore-ministry-of-health-moh-cancer-drug-list-what-it-means-to-you/

Date: 17/10/2023
Type: Launches
Event: MOH launches unified medical system.
URL: https://www.kenyans.co.ke/news/93949-health-ministry-rolls-out-unified-medical-system-public-hospitals"
moladin.com,"Education, Colleges & Universities",5000,2,0,0,Good,"Date: 11/08/2023
Type: identified_as_competitor_of
Event: Astra International identified as competitor of Moladin on Nov 28th '22.
URL: https://www.techinasia.com/indonesian-conglomerate-carro-carsome-usedcar-marketplace

Date: 21/06/2023
Type: Decreases Headcount By
Event: Moladin decreased headcount by 360 on Feb 1st '23.
URL: https://www.techinasia.com/indonesias-moladin-lays-360-workers"
monash.edu.my,"Education, Colleges & Universities",5000,4,3,0,Good,"Date: 02/11/2023
Type: partners_with
Event: Alliance Bank’s Group partners with Monash University Malaysia.
URL: https://thegreenblock.com/alliance-bank-collaborates-with-universities-to-help-smes-fast-track-esg-adoption/

Date: 18/09/2023
Type: Hires
Event: Monash University Malaysia hires Anna Phillips as Chief People Officer.
URL: https://indiaeducationdiary.in/monash-university-welcomes-chief-people-officer/

Date: 18/09/2023
Type: Hires
Event: Monash University Malaysia hires Anna as Chief People Officer.
URL: https://indiaeducationdiary.in/monash-university-welcomes-chief-people-officer/

Date: 20/12/2022
Type: Partners With
Event: Monash University Malaysia partners with TWI Ltd.
URL: https://www.twi-global.com/nsirc/news/2022/monash-university-malaysia"
nets.com.sg,"Finance, Credit Cards & Transaction Processing",326,5,2,0,Excellent,"Date: 10/05/2023
Type: launches
Event: NETS Group launched contactless “tap-to-pay” feature on Jan 1st '18.
URL: https://www.tangenghui.com/business/nets-expands-contactless-payment-options

Date: 10/05/2023
Type: Partners With
Event: NETS Group partnered with Visa, Inc. on Mar 14th '23.
URL: https://techcoffeehouse.com/2023/05/11/nets-collaborates-with-industry-partners-to-expand-contactless-payments-in-singapore/

Date: 25/04/2023
Type: Partners With
Event: Alipay+ partnered with NETS Group on Jan 1st '23.
URL: https://thepaypers.com/mobile-payments/alipay-integrates-into-sgqr-available-at-hawker-centres-in-singapore--1262353

Date: 25/04/2023
Type: Partners With
Event: Alipay partners with NETS Group.
URL: https://fintechnews.sg/71856/payments/alipay-integrates-with-sgqr-to-enable-qr-payments-at-11000-hawkers/

Date: 26/03/2023
Type: Launches
Event: NETS Group launched similar prepaid card offering for Singaporeans on Nov 1st '22.
URL: https://www.globenewswire.com/en/news-release/2023/03/31/2638568/28124/en/Global-Prepaid-Card-and-Digital-Wallet-Market-Databook-2023-A-2-540-68-Billion-Market-by-2027-from-1-533-37-Billion-in-2022-Access-the-Global-Report-and-20-Country-Reports.html"
nie.edu.sg,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 09/07/2023
Type: hires
Event: National Institute of Education hires Prasad Sethunga as Director General.
URL: https://www.adaderana.lk/news.php?nid=91826

Date: 13/04/2023
Type: Partners With
Event: Adani Foundation partners with National Institute of Education.
URL: https://theblunttimes.in/adani-foundation-collaborates-with-nie-international-singapore-ntu-for-stem-leadership-program/31015/

Date: 27/02/2023
Type: Recognized As
Event: National Institute of Education recognized as within the top 15 in the world for research impact in the field of Education.
URL: https://www.timeshighereducation.com/unijobs/listing/349742/assistant-associate-professor-in-technology-enhanced-leaning/

Date: 09/02/2023
Type: Partners With
Event: Emirates College for Advanced Education partners with National Institute of Education.
URL: https://www.zawya.com/en/press-release/companies-news/ecae-and-niei-forms-a-strategic-partnership-to-empower-national-cadres-n4zem93x

Date: 29/12/2022
Type: Partners With
Event: KIIT Deemed partners with National Institute of Education.
URL: https://news.kiit.ac.in/kiitis/kiitis-16th-annual-day-celebration-observed-students-put-up-dazzling-show"
ninjavan.co,"Freight & Logistics Services, Transportation",937,5,1,0,Good,"Type: *** Discover Insider ***
Event: Chief Technology Officer of Ninjavan, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.


Date: 05/10/2023
Type: Partners With
Event: Ninja Van Group partners with Bank of the Philippine Islands.
URL: https://manilastandard.net/business/transport-tourism/314377179/bpi-taps-ninja-van-for-hassle-free-secure-timely-deliveries.html

Date: 23/08/2023
Type: Expands Facilities
Event: Ninja Van Group expands facilities to Laguna, Brazil.
URL: https://www.bworldonline.com/economy/2023/08/24/541559/ninja-van-to-build-laguna-warehouse-to-serve-sme-clients/

Date: 06/08/2023
Type: Launches
Event: Ninja Van Group launches What.
URL: https://logistics.asia/report-reveals-insights-into-southeast-asias-e-commerce-trends

Date: 23/06/2023
Type: Partners With
Event: FedEx Corp. partners with Ninja Van Group.
URL: https://sbr.com.sg/transport-logistics/news/fedex-expands-self-collection-services-800-ninjavan-locations

Date: 27/04/2023
Type: Signs New Client
Event: Workato signs new client Ninja Van Group.
URL: https://www.pointstar-consulting.com/blog/willingness-to-leverage-the-best-in-cloud-technology-underpins-ninja-vans-meteoric-rise"
