Domains,Industry,Employees,Event Count,Event-split,Class,Discover Overall-Score,Discover - Events
ocbc.com,Finance,30809,5,3,0,Excellent,"Type: *** Discover Insider ***
Event: IT Manager of Ocbc, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.


Date: 31/10/2023
Type: Launches
Event: Oversea-Chinese Banking Corp launched limited-time transfer bonus for Asia Miles on Nov 1st '23.
URL: https://milelion.com/2023/11/01/ocbc-offering-15-asia-miles-transfer-bonus-capped-at-just-2500-miles

Date: 24/10/2023
Type: Launches
Event: Oversea-Chinese Banking Corp launches fully digital trade financing solution.
URL: https://www.thestar.com.my/news/nation/2023/10/25/ocbc-bank-clinches-customer-experience-of-the-year-award

Date: 24/10/2023
Type: Receives Award
Event: Oversea-Chinese Banking Corp receives award Customer Experience of the Year.
URL: https://www.thestar.com.my/news/nation/2023/10/25/ocbc-bank-clinches-customer-experience-of-the-year-award

Date: 24/10/2023
Type: Partners With
Event: Oversea-Chinese Banking Corp partners with Microsoft Corp..
URL: https://techcoffeehouse.com/2023/10/24/ocbc-empowers-employees-with-ai-chatbot-for-enhanced-productivity/

Date: 23/10/2023
Type: Launches
Event: Oversea-Chinese Banking Corp launches Chatbot Powered by Gen AI to Empower Employees.
URL: https://www.computerweekly.com/news/366556832/OCBC-to-roll-out-GenAI-chatbot"
ocbcnisp.com,"Education, Colleges & Universities",5000,5,4,0,Good,"Date: 31/10/2023
Type: launches
Event: Ocbcnisp launches Nyala Bisnis.
URL: https://www.marketscreener.com/quote/stock/PT-BANK-OCBC-NISP-TBK-20699449/news/PT-Bank-OCBC-NISP-Tbk-Bank-OCBC-NISP-Close-Its-Third-Quarter-of-2023-with-Positive-Note-45201924/

Date: 31/10/2023
Type: Launches
Event: Ocbcnisp launched Life Goals and Tabungan Emas features on ONe Mobile on Sep 30th '23.
URL: https://www.marketscreener.com/quote/stock/PT-BANK-OCBC-NISP-TBK-20699449/news/PT-Bank-OCBC-NISP-Tbk-Bank-OCBC-NISP-Close-Its-Third-Quarter-of-2023-with-Positive-Note-45201924/

Date: 30/08/2023
Type: Partners With
Event: Kompas partnered with Ocbcnisp on Jan 1st '23.
URL: https://www.thejakartapost.com/front-row/2023/08/31/kompas-travel-fair-2023-to-support-recovery-of-indonesian-tourism.html

Date: 21/06/2023
Type: Launches
Event: Ocbcnisp launches NYALA Credit Card.
URL: https://www.marketscreener.com/quote/stock/PT-BANK-OCBC-NISP-TBK-20699449/news/PT-Bank-OCBC-NISP-Tbk-NYALA-kan-Auto-Cuan-Domestic-and-Overseas-Transactions-To-Be-FinanciallyFit-44156536/

Date: 27/11/2022
Type: Launches
Event: Ocbcnisp launched CurrenShe on Nov 28th '22.
URL: https://finance.yahoo.com/news/bank-ocbc-nisp-highlights-importance-080500714.html"
ofi.com,Manufacturing,15000,5,0,0,Good,"Date: 27/09/2023
Type: expands_facilities
Event: Olam Food Ingredients expands facilities to Malaysia.
URL: https://www.foodbev.com/news/ofi-expands-dairy-production-facilty-in-malaysia/

Date: 13/09/2023
Type: Partners With
Event: Rainforest Alliance, Incorporated partnered with Olam Food Ingredients on Jan 1st '18.
URL: https://www.rainforest-alliance.org/in-the-field/an-indigenous-community-finds-a-new-home-and-restores-a-landscape/

Date: 16/08/2023
Type: Expands Facilities
Event: Olam Food Ingredients expands facilities to Egypt.
URL: https://trendtype.com/news/olam-food-ingredients-ofi-opens-a-new-herb-processing-facility-in-egypt/

Date: 10/08/2023
Type: Expands Facilities
Event: Olam Food Ingredients expands facilities to Egypt.
URL: https://www.foodbev.com/news/ofi-opens-herb-processing-facility/

Date: 16/06/2023
Type: Partners With
Event: Hilton Haulage Limited Partnership partnered with Olam Food Ingredients on Jun 16th '23.
URL: https://www.stuff.co.nz/bay-of-plenty/132308094/trusted-transport-and-logistics-company-expands-to-tokoroa"
onefc.com,Entertainment,320,5,3,0,Excellent,"Type: *** Discover Insider ***
Event: VP IT Security Infrastructure of Onefc, is interested in 5 capabilities for the best Azure backup & recovery in Singapore.


Date: 03/10/2023
Type: Partners With
Event: Shadowentertainmentgroup partners with ONE Championship.
URL: https://vietnamnews.vn/sports/1594699/shadow-entertainment-brings-road-to-one-series-to-viet-nam.html

Date: 18/09/2023
Type: Launches
Event: ONE Championship launched ONE Fight Night 10 on Sep 18th '23.
URL: https://www.sportskeeda.com/mma/news-chatri-sityodtong-sees-iconic-wembley-stadium-dream-venue-potential-liam-harrison-jonathan-haggerty-war

Date: 23/08/2023
Type: Partners With
Event: ONE Championship partners with Affyn.
URL: https://mpost.io/one-championship-pwc-leaders-and-warner-music-singapore-participate-in-affyns-web-3-0-event-during-f1-week/

Date: 12/08/2023
Type: Launches
Event: ONE Championship launched Andrade on Aug 12th '23.
URL: https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9tbWEvZmFicmljaW8tYW5kcmFkZS1yZWFkeS1wdXNoLWpvbmF0aGFuLWhhZ2dlcnR5LWxpbWl0LWxldC1zLXNlZS1oZS1zLW1hZGUtb2bSAW5odHRwczovL3d3dy5zcG9ydHNrZWVkYS5jb20vYW1wL21tYS9mYWJyaWNpby1hbmRyYWRlLXJlYWR5LXB1c2gtam9uYXRoYW4taGFnZ2VydHktbGltaXQtbGV0LXMtc2VlLWhlLXMtbWFkZS1vZg?oc=5

Date: 13/07/2023
Type: Hires
Event: ONE Championship hires Thalison Soares.
URL: https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9tbWEvbmV3cy1vbmUtY2hhbXBpb25zaGlwLWFkZHMtbHVjYXMtcGluaGVpcm8tdGhhbGlzb24tc29hcmVzLWdyb3dpbmctbGlzdC1iamotd29ybGQtY2hhbXBpb25z0gF-aHR0cHM6Ly93d3cuc3BvcnRza2VlZGEuY29tL2FtcC9tbWEvbmV3cy1vbmUtY2hhbXBpb25zaGlwLWFkZHMtbHVjYXMtcGluaGVpcm8tdGhhbGlzb24tc29hcmVzLWdyb3dpbmctbGlzdC1iamotd29ybGQtY2hhbXBpb25z?oc=5&hl=en-US&gl=US&ceid=US:en"
permatabank.com,"Education, Colleges & Universities",5000,3,2,0,Good,"Date: 07/06/2023
Type: partners_with
Event: PermataBank partners with Bangkok Bank.
URL: https://www.marketscreener.com/quote/stock/PT-CHANDRA-ASRI-PETROCHE-10603469/news/PT-Chandra-Asri-Petrochemical-Tbk-PermataBank-and-Chandra-Asri-Completed-the-First-Blockchain-Tech-37077496/

Date: 18/05/2023
Type: Partners With
Event: PermataBank partners with Go-Pay.
URL: https://heaptalk.com/news/permatabank-allows-users-to-transfer-gopay-balance-via-bi-fast-feature/

Date: 04/03/2023
Type: Launches
Event: PermataBank launches Permata RDN Sharia.
URL: https://www.idnfinancials.com/news/46182/promoting-sharia-investment-bank-permata-introduces-permata-rdn-sharia"
perodua.com.my,"Retail, Automobile Dealers",10500,5,4,0,Good,"Date: 19/09/2023
Type: launches
Event: Perodua launches Kancil.
URL: https://mytukar.com/blog/proton-brief-history/

Date: 19/09/2023
Type: Launches
Event: Perodua launched Rusa microvan on Jan 1st '96.
URL: https://mytukar.com/blog/perodua-brief-history/

Date: 19/09/2023
Type: Launches
Event: Perodua launches Kembara SUV.
URL: https://mytukar.com/blog/perodua-brief-history/

Date: 10/08/2023
Type: Launches
Event: Perodua launches B-segment SUV.
URL: https://paultan.org/2023/08/10/giias-2023-toyota-yaris-cross-b-suv-directly-takes-on-honda-hr-v-previews-peroduas-d66b-nexis/

Date: 12/07/2023
Type: Identified As Competitor Of
Event: Honda Group identified as competitor of Perodua.
URL: https://www.bigwheels.my/honda-wr-v-arrives-in-4-variants-rm89900-to-rm107900/"
pertamina.com,"Education, Colleges & Universities",5000,5,0,0,Good,"Date: 31/10/2023
Type: is_developing
Event: pge.pertamina.com is developing Pertamina Sustainable Aviation Fuel.
URL: https://www.thejakartapost.com/adv/2023/11/01/pertamina-sustainable-aviation-fuel-saf-evidence-of-aviations-energy-transition.html

Date: 25/10/2023
Type: Recognized As
Event: pge.pertamina.com recognized as supporters of the Climate Village Program (ProKlim) 2023 in the institutional category.
URL: https://www.thejakartapost.com/adv/2023/10/26/committed-to-advancing-the-community-pertamina-wins-10-proklim-2023-awards-from-klhk.html

Date: 18/09/2023
Type: Signs New Client
Event: Haldor Topsoe signs new client pge.pertamina.com.
URL: https://www.gasworld.com/story/topsoe-to-supply-tech-for-indonesia-green-fuel-production/

Date: 14/09/2023
Type: Expands Facilities
Event: pge.pertamina.com expanded facilities to Indonesia on Aug 5th '13.
URL: https://polymerupdate.com/PressRelease/Details/29647

Date: 12/09/2023
Type: Recognized As
Event: pge.pertamina.com recognized as 3rd best for ESG values in the IPP and Traders sector.
URL: https://www.thejakartapost.com/adv/2023/09/13/pertamina-nre-achieves-the-third-best-esg-rating-in-the-world.html"
petronas.com,Engineering,47669,5,2,0,Excellent,"Type: *** Discover Insider ***
Event: General Counsel of Petronas told us they were looking into 'Data/ cyber security breaches.


Date: 06/11/2023
Type: Signs New Client
Event: Kinergy Advancement Berhad signs new client PETRONAS Carigali Chad Exploration & Production Inc..
URL: https://theedgemalaysia.com/node/688958

Date: 03/11/2023
Type: Launches
Event: PETRONAS Carigali Chad Exploration & Production Inc. launches oil discovery within offshore Block 52.
URL: https://business-news-today.com/petronas-strikes-oil-in-offshore-block-52-with-roystonea-1-well-discovery/

Date: 11/10/2023
Type: Partners With
Event: BMW AG partners with PETRONAS Carigali Chad Exploration & Production Inc..
URL: https://www.racedepartment.com/threads/petron-bmw-motorsport-fom-at-replacement.264454/

Date: 09/10/2023
Type: Expands Facilities
Event: PETRONAS Carigali Chad Exploration & Production Inc. expanded facilities to Malaysia on Oct 9th '23.
URL: https://english.news.cn/20231009/80e488081aa1460092efeee6dd60bcbb/c.html

Date: 08/10/2023
Type: Partners With
Event: PETRONAS Carigali Chad Exploration & Production Inc. partners with Idemitsu Group.
URL: https://www.rigzone.com/news/petronas_idemitsu_sign_saf_pact-09-oct-2023-174279-article/?rss=true"
pln.co.id,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 27/10/2023
Type: partners_with
Event: PLN partners with State Grid Corporation of China.
URL: https://powerline.net.in/2023/10/27/indonesias-pt-pln-and-chinas-sgcc-sign-mou-for-developing-smart-grids/

Date: 25/10/2023
Type: Leaves
Event: Gerard O'Donovan leaves PLN as non-exec director.
URL: https://stockhead.com.au/resources/pioneer-lithium-appoints-fortescue-future-industries-and-galaxy-resources-alum-clinton-booth-as-managing-director/

Date: 24/10/2023
Type: Partners With
Event: Sembcorp Utilities partners with PLN.
URL: https://energymagz.com/2023/10/24/sembcorp-utilities-and-pt-pln-team-up-to-probe-green-hydrogen-export-potential-from-indonesia-to-singapore/

Date: 17/10/2023
Type: Partners With
Event: University of New South Wales partners with PLN.
URL: https://newsroom.unsw.edu.au/news/general/indonesian-students-headed-unsw

Date: 07/10/2023
Type: Receives Award
Event: PLN receives award 2 Asian Experience Awards 2023.
URL: https://asiaease.com/acn-newswire/pt-pln-receives-2-asian-experience-awards-2023-for-customer-service-innovation-digital-transformation/"
ptfi.co.id,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 22/10/2023
Type: invests_into_assets
Event: PT Freeport Indonesia Inc. invests into assets: power plant in the amount of $1B in Jakarta, Indonesia.
URL: https://asianews.network/indonesias-freeport-to-build-1-billion-gas-fired-power-plant-to-move-away-from-coal/

Date: 21/02/2023
Type: Launches
Event: PT Freeport Indonesia Inc. launches 5G smart mining application.
URL: https://data-center.apacciooutlook.com/cxoinsights/the-opportunity-for-5gadvanced-to-shape-enterprise-applications-nwid-9378.html

Date: 21/02/2023
Type: Partners With
Event: PT Freeport Indonesia Inc. partners with Telkom Group.
URL: https://data-center.apacciooutlook.com/cxoinsights/the-opportunity-for-5gadvanced-to-shape-enterprise-applications-nwid-9378.html

Date: 03/01/2023
Type: Signs New Client
Event: Black & Veatch signs new client PT Freeport Indonesia Inc..
URL: https://finance.yahoo.com/news/black-veatch-deliver-seawater-desalination-132500515.html

Date: 21/12/2022
Type: Signs New Client
Event: Luna Innovations Incorporated signed new client PT Freeport Indonesia Inc. on Nov 21st '22.
URL: https://seekingalpha.com/news/3919401-luna-innovations-recently-awarded-contract-with-pt-freeport-indonesia"
ptpn10.co.id,"Education, Colleges & Universities",5000,2,0,0,Good,"Date: 13/09/2023
Type: is_developing
Event: Ptpn10 is developing biomethane gas in Indonesia.
URL: https://www.nst.com.my/business/2023/09/954727/renikola-holdings-pt-perkebunan-nusantara-jointly-develop-biomethane-gas

Date: 29/06/2023
Type: Partners With
Event: Ptpn10 partners with Renikola.
URL: https://www.thesundaily.my/business/ptpn-iv-partners-renikola-to-develop-4-cbg-plants-in-north-sumatra-EM11481401"
quest-global.com,Engineering,13000,5,3,0,Excellent,"Date: 05/10/2023
Type: partners_with
Event: bosonqpsi.com partnered with QuEST Global on Oct 6th '23.
URL: https://www.hpcwire.com/off-the-wire/bqp-and-quest-global-partner-to-solve-complex-engineering-problems-with-quantum-applications/

Date: 04/10/2023
Type: Hires
Event: QuEST Global hired Sanjay Krishnaa as business head on Oct 4th '23.
URL: https://www.crn.in/news/quest-global-launches-telecom-vertical-appoints-sanjay-krishnaa-as-business-head/

Date: 08/08/2023
Type: Expands Offices In
Event: QuEST Global expands offices in India.
URL: https://www.business-standard.com/companies/news/quest-global-plans-to-double-india-headcount-to-20-000-in-next-3-5-years-123080700516_1.html

Date: 08/08/2023
Type: Increases Headcount By
Event: QuEST Global increases headcount by 20000.
URL: https://www.business-standard.com/companies/news/quest-global-plans-to-double-india-headcount-to-20-000-in-next-3-5-years-123080700516_1.html

Date: 07/08/2023
Type: Acquires
Event: The Carlyle Group acquired QuEST Global for $500M on Jul 9th '23.
URL: https://timesofindia.indiatimes.com/business/india-business/carlyle-buys-500mn-stake-in-engineering-services-company-quest/articleshow/102551065.cms?from=mdr"
rhbgroup.com,Finance,14345,5,1,0,Excellent,"Date: 17/10/2023
Type: partners_with
Event: Mhub partnered with RHB Banking Group on Oct 18th '23.
URL: https://www.edgeprop.my/content/1907472/mhub-collaborates-rhb-bank-streamline-property-loan-submissions

Date: 14/09/2023
Type: Partners With
Event: Oskholdings partners with RHB Banking Group.
URL: https://theedgemalaysia.com/node/682562

Date: 13/09/2023
Type: Partners With
Event: OSK Property partners with RHB Banking Group.
URL: https://www.starproperty.my/news/osk-property-partners-with-rhb-myhome-to-make-home-loans-easy/126212

Date: 11/09/2023
Type: Partners With
Event: RHB Banking Group partners with Tenaga Nasional Berhad.
URL: https://www.nst.com.my/business/2023/09/953930/rhb-partners-tnb-promote-green-solutions-smes

Date: 04/09/2023
Type: Partners With
Event: RHB Banking Group partners with Kuali.
URL: https://www.thestar.com.my/starpicks/2023/09/05/embracing-malaysia-day-with-style-and-savings"
sapuraenergy.com,Engineering,11500,2,2,0,Excellent,"Date: 29/05/2023
Type: hires
Event: Sapura Energy group hired Wan Mashitah Binti Wan Abdullah Sani as Independent Non-Executive Directors on May 26th '23.
URL: https://www.rigzone.com/news/sapura_energy_names_2_new_directors-29-may-2023-172896-article/

Date: 17/11/2022
Type: Hires
Event: Sapura Energy group hires Dominique de Soras as chief executive officer.
URL: https://www.nst.com.my/business/2022/11/851801/sapura-energy-announces-two-new-key-appointments"
sembcorp.com,Engineering,5740,5,0,0,Excellent,"Type: *** Discover Insider ***
Event: Chief Executive Officer of Sembcorp told us they were looking into 'Data silos.


Date: 23/10/2023
Type: Partners With
Event: Sembcorp Utilities partnered with PetroVietnam Technical Services Corporation on Oct 31st '23.
URL: https://southeastasiainfra.com/sembcorp-to-explore-building-wind-farms-in-vietnam-for-energy-imports-to-singapore/

Date: 06/10/2023
Type: Partners With
Event: Sembcorp Utilities partners with GiveIndia.
URL: https://indiacsr.in/csr-in-gujarat-mobile-medical-unit-project-of-sambcorp-transforms-healthcare-access-in-bhuj-district/

Date: 11/09/2023
Type: Partners With
Event: Conrad Petroleum Ltd. partners with Sembcorp Utilities.
URL: https://www.offshore-energy.biz/sembcorp-in-talks-with-conrad-to-finalise-gas-sales-agreement-for-offshore-field/

Date: 10/09/2023
Type: Is Developing
Event: Sembcorp Utilities is developing Manah II Solar project.
URL: https://www.zawya.com/en/projects/utilities/sembcorp-jinko-shine-co-to-develop-omans-manah-ii-solar-project-kh4jmbtx

Date: 14/08/2023
Type: Invests Into Assets
Event: Sembcorp Utilities invests into assets: clean energy projects in India.
URL: https://www.energyportal.eu/news/ongc-four-others-vie-for-fortum-projects/164365/"
simedarby.com,Manufacturing,20920,5,3,0,Excellent,"Type: *** Discover Insider ***
Event: Head Of Finance of Simedarby told us they were looking into 'Data/ cyber security breaches.


Date: 10/10/2023
Type: Invests Into Assets
Event: Sime Darby invests into assets: packaging and warehousing facility.
URL: https://www.moneyweb.co.za/news/companies-and-deals/unilever-price-fixing-competition-tribunal-accepts-r16m-settlement/

Date: 13/08/2023
Type: Acquires
Event: Sime Darby acquired Cavpower Pty Ltd for $323M on Aug 14th '23.
URL: https://simedarby.com/press-releases/sime-darby-berhad-to-acquire-south-australias-cavpower-group

Date: 04/08/2023
Type: Launches
Event: Sime Darby launches BYD Dolphin compact hatchback.
URL: https://www.dsf.my/2023/08/malaysian-auto-sector-big-surprise-move-last-month/

Date: 28/06/2023
Type: Partners With
Event: Ramsay Limited partners with Sime Darby.
URL: https://www.fool.com.au/2023/09/15/ramsay-health-care-shares-ward-off-pain-from-credit-rating-cut/

Date: 08/05/2023
Type: Launches
Event: Sime Darby launched all-electric sports car on Jan 1st '20.
URL: https://simedarby.com/press-releases/porsche-malaysia-surges-forward-for-sustainability-with-greener-measures-at-its"
singaporeair.com,"Transportation, Airlines, Airports & Air Services",22222,5,3,0,Good,"Date: 06/11/2023
Type: partners_with
Event: Tata Communications Limited will partner with Singapore Airlines on Nov 14th '23.
URL: https://www.cnbctv18.com/market/stock-market-live-updates-nifty-50-sensex-today-nykaa-bajaj-finance-cipla-gland-sobha-shares-liveblog-18258561.htm

Date: 26/10/2023
Type: Launches
Event: Singapore Airlines launches Internet access via WiFi.
URL: https://itwire.com/itwire-magazine/tag/Singapore%20Airlines.html

Date: 24/10/2023
Type: Identified As Competitor Of
Event: Air India identified as competitor of Singapore Airlines.
URL: https://simpleflying.com/air-india-starts-bengaluru-to-singapore-airbus-a321-service/

Date: 23/10/2023
Type: Launches
Event: Singapore Airlines launched Spontaneous Escapes on Jun 30th '23.
URL: https://livefromalounge.com/singapore-airlines-krisflyer-spontaneous-escapes-july-2023/

Date: 20/10/2023
Type: Launches
Event: Singapore Airlines launches discount campaign for passengers.
URL: https://www.eastcoastdaily.in/2023/10/20/airlines-announces-discounts-on-170000-tickets-in-november.html"
singaporetech.edu.sg,"Education, Colleges & Universities",868,5,2,0,Excellent,"Date: 10/10/2023
Type: launches
Event: Singaporetech launched 'Learn for Life' initiative on Jan 1st '09.
URL: https://www.singaporetech.edu.sg/news/sit-launches-learn-life-initiative-support-lifelong-learning-all-alumni

Date: 28/09/2023
Type: Partners With
Event: Splash Interactive Group partners with Singaporetech.
URL: https://www.brandinginasia.com/bray-leino-splash-partners-with-singapore-institute-of-technology-in-support-of-higher-education/

Date: 10/08/2023
Type: Partners With
Event: Singaporetech partners with smu.edu.sg.
URL: https://www.zawya.com/en/economy/global/time-travel-back-700-years-to-reimagine-our-lands-precolonial-past-as-a-vibrant-centre-of-commerce-and-culture-u4nx7zci

Date: 19/07/2023
Type: Launches
Event: Singaporetech launches SIT Teaching and Learning Academy.
URL: https://govinsider.asia/intl-en/article/a-singapore-universitys-novel-attempt-to-transform-education-and-change-how-we-look-at-upskilling

Date: 05/06/2023
Type: Partners With
Event: Kaspersky Lab partners with Singaporetech.
URL: https://techcoffeehouse.com/2023/06/06/group-ib-and-defence-technology-institute-sign-mou-to-strengthen-cybersecurity-in-thailand/"
singtel.com,Information Technology,22000,5,4,0,Excellent,"Type: *** Discover Insider ***
Event: Chief Executive Officer of Singtel told us they were looking into 'Manual processes.


Date: 01/11/2023
Type: Acquires
Event: Singtel Innov8 acquired ARQ Group for $290M on Dec 1st '19.
URL: https://www.compsmag.com/news/swinburne-alum-soars-to-success-in-thriving-australian-tech-scene/

Date: 31/10/2023
Type: Acquires
Event: Singtel Innov8 acquired Arq Group for $290M on Nov 1st '22.
URL: https://theindependent.sg/singtel-subsidiary-ncs-acquires-4th-aussie-tech-company-in-15-months/

Date: 17/10/2023
Type: Recognized As
Event: Singtel Innov8 recognized as national winner for 5G Coverage Experience in Opensignal's Understanding 5G and Overall Coverage Worldwide report on Oct 17th '23.
URL: https://alertify.eu/singtel-5g-wins-opensignal-gaming-and-video-global-awards/

Date: 11/10/2023
Type: Launches
Event: Singtel Innov8 launched 5G Non-Standalone network on Sep 1st '20.
URL: https://www.rcrwireless.com/20231011/enterprise/singtel-launches-new-suite-networks-solutions-enterprises

Date: 11/10/2023
Type: Launches
Event: Singtel Innov8 launches NaaS offerings for enterprises.
URL: https://www.rcrwireless.com/20231011/enterprise/singtel-launches-new-suite-networks-solutions-enterprises"
smrt.com.sg,"Transportation, Rail, Bus & Taxi",11000,5,2,0,Excellent,"Type: *** Discover Insider ***
Event: Chief Financial Officer of Smrt told us they were looking into 'Data silos.


Date: 04/10/2023
Type: Partners With
Event: SMRT Corporation Ltd partners with Metro.
URL: https://gutzy.asia/2023/10/04/smrt-trains-to-collaborate-with-metro-taipei-to-improve-rail-services/

Date: 04/10/2023
Type: Partners With
Event: SMRT Corporation Ltd partnered with Arena on Sep 4th '23.
URL: https://gutzy.asia/2023/10/04/smrt-trains-to-collaborate-with-metro-taipei-to-improve-rail-services/

Date: 13/08/2023
Type: Launches
Event: SMRT Corporation Ltd launches Overwatch.
URL: https://strides.com.sg/smrt-officially-launches-overwatch-to-extend-international-award-winning-initiative-to-nsewl-for-enhanced-rail-reliability/

Date: 29/06/2023
Type: Hires
Event: SMRT Corporation Ltd hired Ngien Hoon Ping as Group CEO on May 30th '23.
URL: https://www.leslieporterfield.com/smrts-recent-appointment

Date: 26/04/2023
Type: Partners With
Event: SMRT Corporation Ltd partners with Transdev Group.
URL: https://scandasia.com/singapore-companies-competing-to-operate-city-train-lines-in-sweden/"
stengg.com,Engineering,22405,5,2,0,Excellent,"Date: 26/09/2023
Type: partners_with
Event: stengg.com partners with Japan Airlines Co., Ltd..
URL: https://aviationweek.com/mro/aircraft-propulsion/st-engineering-secures-mro-deals-japan-airlines-quickstep

Date: 26/09/2023
Type: Partners With
Event: stengg.com partners with Quickstep Holdings Limited.
URL: https://avitrader.com/2023/09/27/st-engineering-and-quickstep-form-partnership-to-provide-nacelle-mro-solutions/

Date: 25/09/2023
Type: Expands Facilities
Event: stengg.com expanded facilities to Singapore, Singapore on Sep 23rd '23.
URL: https://www.flightglobal.com/aerospace/st-engineering-to-build-fourth-airframe-mro-facility-in-singapore-/155070.article

Date: 25/09/2023
Type: Hires
Event: stengg.com hires Arup Singapore.
URL: https://sbr.com.sg/commercial-property/news/st-engineering-taps-savills-airframe-maintenance-facility-in-changi-creek

Date: 22/09/2023
Type: Expands Offices In
Event: stengg.com expanded offices in Singapore, Singapore on Sep 23rd '23.
URL: https://www.marketscreener.com/quote/stock/SINGAPORE-TECHNOLOGIES-EN-6491153/news/Singapore-Technologies-Engineering-ST-Engineering-Expands-Airframe-MRO-Capacity-with-New-Hangar-Fa-44908997/"
tech.gov.sg,Information Technology,2010,5,0,0,Excellent,"Date: 24/09/2023
Type: increases_headcount_by
Event: Tech increases headcount by 60.
URL: https://www.channelnewsasia.com/singapore/govtech-indeed-hire-staff-salary-engineers-3796426

Date: 07/09/2023
Type: Partners With
Event: Tech partnered with Hinduja Global Solutions Limited on Sep 7th '23.
URL: https://cionews.co.in/hgs-government-digital-service-of-the-uk-partner-for-contact-centre-support/

Date: 06/09/2023
Type: Recognized As
Event: Tech recognized as Top 5 in the nation.
URL: https://spacecoastdaily.com/2023/09/florida-tech-mens-soccer-ranked-among-top-5-nationwide-for-first-time-in-two-decades/

Date: 20/08/2023
Type: Is Developing
Event: Tech is developing One Login system.
URL: https://www.civilserviceworld.com/news/article/deloitte-gets-new-16m-deal-to-work-on-government-login-system

Date: 17/08/2023
Type: Partners With
Event: Tech partners with Deloitte Touche Tohmatsu Limited.
URL: https://www.ukauthority.com/articles/gds-extends-one-login-contract-with-deloitte/"
telkom.co.id,"Education, Colleges & Universities",5000,5,3,0,Good,"Date: 02/10/2023
Type: leaves
Event: Mteto Nyati left Telkom Group as non-executive director on Sep 29th '23.
URL: https://www.biznews.com/sa-investing/2023/10/02/transnets-ex-finance-chief-appointed-cfo-telkom

Date: 29/09/2023
Type: Hires
Event: Telkom Group will hire Nonkululeko Dlamini as group chief financial officer on Dec 1st '23.
URL: https://techcentral.co.za/telkom-appoints-a-new-group-cfo/232559/

Date: 31/08/2023
Type: Launches
Event: Telkom Group launches data center, neuCentrIX Tanjung Karang.
URL: https://telecomtalk.info/telkom-indonesia-launches-neucentrix-datacenter-bandar-lampung/865402/

Date: 28/08/2023
Type: Launches
Event: Telkom Group launches neuCentrIX data center in Bandar Lampung.
URL: https://baxtel.com/news/telkom-indonesia-launches-bandar-lampung-data-center

Date: 12/08/2023
Type: Opens New Location
Event: Telkom Group opens new location in Indonesia.
URL: https://news.google.com/rss/articles/CBMifmh0dHBzOi8vZmFnZW53YXNhbm5pLmNvbS9uZXdzL3RoZS1iYXR0bGUtZm9yLWRvbWluYW5jZS1yaXNpbmctY29tcGV0aXRpb24taW4taW5kb25lc2lhcy1kYXRhLWNlbnRlci1jb2xvY2F0aW9uLWluZHVzdHJ5LzU2NDc0L9IBAA?oc=5"
telkomsel.com,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 25/08/2023
Type: partners_with
Event: Telkomsel partnered with Top Universities on Jul 25th '23.
URL: https://techfinancials.co.za/2023/08/25/telkom-wants-to-make-its-voice-heard-in-the-field-of-ai/

Date: 14/08/2023
Type: Partners With
Event: Telkomsel partnered with Qualcomm on Mar 1st '23.
URL: https://www.thefastmode.com/technology-solutions/29321-telkomsel-collaborate-with-ericsson-qualcomm-for-5g-extended-range-fwa-trial

Date: 09/08/2023
Type: Is Developing
Event: Telkomsel is developing services for the B2B.
URL: https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm9wcC50b2RheS9uZXdzMi90ZWxrb21zZWwtYW5kLWVyaWNzc29uLXN0cmVuZ3RoZW4tcGFydG5lcnNoaXAtdG8tZXhwYW5kLTRnLTVnLW5ldHdvcmtzLWluLWluZG9uZXNpYS81ODk5L9IBAA?oc=5

Date: 09/08/2023
Type: Is Developing
Event: Telkomsel is developing 4G/5G networks in Indonesia.
URL: https://www.marketscreener.com/quote/stock/ERICSSON-6494918/news/Telkomsel-and-Ericsson-strengthen-partnership-to-expand-4G-5G-networks-in-Indonesia-44578624/

Date: 09/08/2023
Type: Partners With
Event: Telkomsel partnered with Ericsson on Mar 1st '23.
URL: https://www.thefastmode.com/technology-solutions/29321-telkomsel-collaborate-with-ericsson-qualcomm-for-5g-extended-range-fwa-trial"
